16 0 0 1 1 1 0.7102606513156884  0.02644650222928835  0.04615983924643485 
16 0 0 1 1 2 0.8891699929789134  0.2982932070252311    0.3512878076276047
14 0 0 1 1 1 0.7788847021370879  0.04207555179126643  0.04572720427214361 
14 0 0 1 1 2 1.0401479169077603  0.030480701879758598  0.12091034343680263
24 0 0 1 1 1 0.6450285513325537  0.03420703954809334  0.03776163879151073 
24 0 0 1 1 2 0.8781270175882736  0.03693807746260758   0.09169963347208843

16 1 1 0 2 1 0.8094802809762432  0.01789390721496409  0.05926726322477549
24 1 1 0 2 1 0.6958034537128815  0.03367222293507788  0.037730545862332265
24 1 1 0 2 2 0.9385620729226494  0.07461239548210497   0.14059281621118336
